,TF score,Relative Location,Relative Length,Label
"Although the Greek philosopher Aristarchus of Samos had speculated on a heliocentric reordering of the cosmos, Nicolaus Copernicus was the first to develop a mathematically predictive heliocentric system.",0.03053435114503817,0.11467889908256881,0.006919476290618004,0
"[11][12]

In the 17th century, Galileo discovered that the Sun was marked with sunspots, and that Jupiter had four satellites in orbit around it.",0.15553435114503816,0.11926605504587157,0.0049182552065667184,0
[13] Christiaan Huygens followed on from Galileo's discoveries by discovering Saturn's moon Titan and the shape of the rings of Saturn.,0.03435114503816794,0.12385321100917432,0.004579065192320738,0
"[14] Edmond Halley realised in 1705 that repeated sightings of a comet were recording the same object, returning regularly once every 75–76 years.",0.02480916030534351,0.12844036697247707,0.004952174207991317,0
This was the first evidence that anything other than the planets orbited the Sun.,0.15076335877862596,0.13302752293577982,0.002747439115392443,0
"[15] Around this time (1704), the term ""Solar System"" first appeared in English.",0.10973282442748092,0.13761467889908258,0.002713520113967845,0
"[16] In 1838, Friedrich Bessel successfully measured a stellar parallax, an apparent shift in the position of a star created by Earth's motion around the Sun, providing the first direct, experimental proof of heliocentrism.",0.12309160305343513,0.14220183486238533,0.007563937317685367,0
[17] Improvements in observational astronomy and the use of unmanned spacecraft have since enabled the detailed investigation of other bodies orbiting the Sun.,0.08969465648854963,0.14678899082568808,0.005393121226511092,0
"The principal component of the Solar System is the Sun, a G2 main-sequence star that contains 99.86% of the system's known mass and dominates it gravitationally.",0.29866412213740456,0.15137614678899083,0.005460959229360287,0
"[18] The Sun's four largest orbiting bodies, the giant planets, account for 99% of the remaining mass, with Jupiter and Saturn together comprising more than 90%.",0.2633587786259542,0.1559633027522936,0.005460959229360287,0
"The remaining objects of the Solar System (including the four terrestrial planets, the dwarf planets, moons, asteroids, and comets) together comprise less than 0.002% of the Solar System's total mass.",0.46469465648854963,0.16055045871559634,0.006783800284919612,1
"[g]

Most large objects in orbit around the Sun lie near the plane of Earth's orbit, known as the ecliptic.",0.20038167938931295,0.1651376146788991,0.0036293331524319926,0
"The planets are very close to the ecliptic, whereas comets and Kuiper belt objects are frequently at significantly greater angles to it.",0.2166030534351145,0.16972477064220184,0.004612984193745336,0
"[22][23] All the planets, and most other objects, orbit the Sun in the same direction that the Sun is rotating (counter-clockwise, as viewed from above Earth's north pole).",0.2690839694656488,0.1743119266055046,0.005834068245030867,0
"[24] There are exceptions, such as Halley's Comet.",0.004770992366412214,0.17889908256880735,0.001695950071229903,0
"The overall structure of the charted regions of the Solar System consists of the Sun, four relatively small inner planets surrounded by a belt of mostly rocky asteroids, and four giant planets surrounded by the Kuiper belt of mostly icy objects.",0.5515267175572519,0.1834862385321101,0.008310155349026524,1
Astronomers sometimes informally divide this structure into separate regions.,0.01717557251908397,0.18807339449541285,0.0026117631096940507,0
The inner Solar System includes the four terrestrial planets and the asteroid belt.,0.30152671755725186,0.1926605504587156,0.002815277118241639,0
"The outer Solar System is beyond the asteroids, including the four giant planets.",0.28435114503816794,0.19724770642201836,0.002747439115392443,0
"[25] Since the discovery of the Kuiper belt, the outermost parts of the Solar System are considered a distinct region consisting of the objects beyond Neptune.",0.17843511450381677,0.2018348623853211,0.005393121226511092,0
"[26]

Most of the planets in the Solar System have secondary systems of their own, being orbited by planetary objects called natural satellites, or moons (two of which, Titan and Ganymede, are larger than the planet Mercury), and, in the case of the four giant planets, by planetary rings, thin bands of tiny particles that orbit them in unison.",0.42461832061068683,0.20642201834862386,0.01170205549148633,1
"Most of the largest natural satellites are in synchronous rotation, with one face permanently turned toward their parent.",0.05057251908396948,0.21100917431192662,0.004104199172376365,0
Kepler's laws of planetary motion describe the orbits of objects about the Sun.,0.12404580152671756,0.21559633027522937,0.0026796011125432466,0
"Following Kepler's laws, each object travels along an ellipse with the Sun at one focus.",0.0916030534351145,0.22018348623853212,0.0029848721253646292,0
Objects closer to the Sun (with smaller semi-major axes) travel more quickly because they are more affected by the Sun's gravity.,0.10496183206106872,0.22477064220183487,0.00437555118377315,0
"On an elliptical orbit, a body's distance from the Sun varies over the course of its year.",0.1068702290076336,0.22935779816513763,0.0030527101282138256,0
"A body's closest approach to the Sun is called its perihelion, whereas its most distant point from the Sun is called its aphelion.",0.17748091603053434,0.23394495412844038,0.004409470185197748,0
"The orbits of the planets are nearly circular, but many comets, asteroids, and Kuiper belt objects follow highly elliptical orbits.",0.24236641221374045,0.23853211009174313,0.004443389186622346,0
The positions of the bodies in the Solar System can be predicted using numerical models.,0.17843511450381674,0.24311926605504589,0.0029848721253646292,0
"Although the Sun dominates the system by mass, it accounts for only about 2% of the angular momentum.",0.10305343511450384,0.24770642201834864,0.003425819143884404,0
"[27][28] The planets, dominated by Jupiter, account for most of the rest of the angular momentum due to the combination of their mass, orbit, and distance from the Sun, with a possibly significant contribution from comets.",0.29580152671755716,0.25229357798165136,0.00753001831626077,0
"[27]

The Sun, which comprises nearly all the matter in the Solar System, is composed of roughly 98% hydrogen and helium.",0.29675572519083976,0.25688073394495414,0.004104199172376365,0
"[29] Jupiter and Saturn, which comprise nearly all the remaining matter, are also primarily composed of hydrogen and helium.",0.10877862595419847,0.26146788990825687,0.004205956176650159,0
"[30][31] A composition gradient exists in the Solar System, created by heat and light pressure from the Sun; those objects closer to the Sun, which are more affected by heat and light pressure, are composed of elements with high melting points.",0.3501908396946565,0.26605504587155965,0.008276236347601927,1
Objects farther from the Sun are composed largely of materials with lower melting points.,0.10973282442748092,0.2706422018348624,0.0030187911267892274,0
"[32] The boundary in the Solar System beyond which those volatile substances could condense is known as the frost line, and it lies at roughly 5 AU from the Sun.",0.3091603053435114,0.27522935779816515,0.005460959229360287,0
"[4]

The objects of the inner Solar System are composed mostly of rock,[33] the collective name for compounds with high melting points, such as silicates, iron or nickel, that remained solid under almost all conditions in the protoplanetary nebula.",0.28721374045801523,0.2798165137614679,0.008411912353300318,0
"[34] Jupiter and Saturn are composed mainly of gases, the astronomical term for materials with extremely low melting points and high vapour pressure, such as hydrogen, helium, and neon, which were always in the gaseous phase in the nebula.",0.1459923664122137,0.28440366972477066,0.008106641340478936,0
"[34] Ices, like water, methane, ammonia, hydrogen sulfide, and carbon dioxide,[33] have melting points up to a few hundred kelvins.",0.05152671755725192,0.2889908256880734,0.004443389186622346,0
"[34] They can be found as ices, liquids, or gases in various places in the Solar System, whereas in the nebula they were either in the solid or gaseous phase.",0.14217557251908397,0.29357798165137616,0.005359202225086493,0
"[34] Icy substances comprise the majority of the satellites of the giant planets, as well as most of Uranus and Neptune (the so-called ""ice giants"") and the numerous small objects that lie beyond Neptune's orbit.",0.19847328244274806,0.2981651376146789,0.007190828302014789,0
"[33][35] Together, gases and ices are referred to as volatiles.",0.013358778625954198,0.30275229357798167,0.0021368970897496778,0
"[36]

The distance from Earth to the Sun is 1 astronomical unit [AU] (150,000,000 km; 93,000,000 mi).",0.20610687022900762,0.3073394495412844,0.003425819143884404,0
"For comparison, the radius of the Sun is 0.0047 AU (700,000 km).",0.11068702290076336,0.3119266055045872,0.002170816091174276,0
"Thus, the Sun occupies 0.00001% (10−5 %) of the volume of a sphere with a radius the size of Earth's orbit, whereas Earth's volume is roughly one millionth (10−6) that of the Sun.",0.23282442748091606,0.3165137614678899,0.0060715012550030525,0
"Jupiter, the largest planet, is 5.2 astronomical units (780,000,000 km) from the Sun and has a radius of 71,000 km (0.00047 AU), whereas the most distant planet, Neptune, is 30 AU (4.5×109 km) from the Sun.",0.3187022900763358,0.3211009174311927,0.006987314293467201,0
"With a few exceptions, the farther a planet or belt is from the Sun, the larger the distance between its orbit and the orbit of the next nearer object to the Sun.",0.24522900763358776,0.3256880733944954,0.005494878230784886,0
"For example, Venus is approximately 0.33 AU farther out from the Sun than Mercury, whereas Saturn is 4.3 AU out from Jupiter, and Neptune lies 10.5 AU out from Uranus.",0.2375954198473283,0.3302752293577982,0.005664473237907876,0
"Attempts have been made to determine a relationship between these orbital distances (for example, the Titius–Bode law),[37] but no such theory has been accepted.",0.01431297709923664,0.3348623853211009,0.005460959229360287,0
The images at the beginning of this section show the orbits of the various constituents of the Solar System on different scales.,0.19370229007633588,0.3394495412844037,0.004341632182348552,0
Some Solar System models attempt to convey the relative scales involved in the Solar System on human terms.,0.1975190839694656,0.3440366972477064,0.0036293331524319926,0
Some are small in scale (and may be mechanical—called orreries)—whereas others extend across cities or regional areas.,0.029580152671755736,0.3486238532110092,0.004002442168102571,0
"[38] The largest such scale model, the Sweden Solar System, uses the 110-metre (361 ft) Ericsson Globe in Stockholm as its substitute Sun, and, following the scale, Jupiter is a 7.5-metre (25-foot) sphere at Stockholm Arlanda Airport, 40 km (25 mi) away, whereas the farthest current object, Sedna, is a 10 cm (4 in) sphere in Luleå, 912 km (567 mi) away.",0.362595419847328,0.3532110091743119,0.012041245505732311,0
"[39][40]

If the Sun–Neptune distance is scaled to 100 metres, then the Sun would be about 3 cm in diameter (roughly two-thirds the diameter of a golf ball), the giant planets would be all smaller than about 3 mm, and Earth's diameter along with that of the other terrestrial planets would be smaller than a flea (0.3 mm) at this scale.",0.32824427480916024,0.3577981651376147,0.011396784478664948,0
"[41]

The Solar System formed 4.568 billion years ago from the gravitational collapse of a region within a large molecular cloud.",0.23091603053435114,0.3623853211009174,0.00437555118377315,0
[h] This initial cloud was likely several light-years across and probably birthed several stars.,0.04580152671755725,0.3669724770642202,0.0032562241367614137,0
"[43] As is typical of molecular clouds, this one consisted mostly of hydrogen, with some helium, and small amounts of heavier elements fused by previous generations of stars.",0.09351145038167939,0.37155963302752293,0.005901906247880062,0
"As the region that would become the Solar System, known as the pre-solar nebula,[44] collapsed, conservation of angular momentum caused it to rotate faster.",0.14694656488549612,0.3761467889908257,0.005291364222237297,0
"The centre, where most of the mass collected, became increasingly hotter than the surrounding disc.",0.10782442748091606,0.38073394495412843,0.0033579811410352077,0
"[43] As the contracting nebula rotated faster, it began to flatten into a protoplanetary disc with a diameter of roughly 200 AU[43] and a hot, dense protostar at the centre.",0.0801526717557252,0.3853211009174312,0.005867987246455464,0
"[45][46] The planets formed by accretion from this disc,[47] in which dust and gas gravitationally attracted each other, coalescing to form ever larger bodies.",0.18988549618320608,0.38990825688073394,0.005393121226511092,0
"Hundreds of protoplanets may have existed in the early Solar System, but they either merged or were destroyed, leaving the planets, dwarf planets, and leftover minor bodies.",0.25667938931297707,0.3944954128440367,0.005867987246455464,0
"Due to their higher boiling points, only metals and silicates could exist in solid form in the warm inner Solar System close to the Sun, and these would eventually form the rocky planets of Mercury, Venus, Earth, and Mars.",0.3540076335877862,0.39908256880733944,0.00753001831626077,0
"Because metallic elements only comprised a very small fraction of the solar nebula, the terrestrial planets could not grow very large.",0.12881679389312975,0.4036697247706422,0.00454514619089614,0
"The giant planets (Jupiter, Saturn, Uranus, and Neptune) formed further out, beyond the frost line, the point between the orbits of Mars and Jupiter where material is cool enough for volatile icy compounds to remain solid.",0.30248091603053434,0.40825688073394495,0.00753001831626077,0
"The ices that formed these planets were more plentiful than the metals and silicates that formed the terrestrial inner planets, allowing them to grow massive enough to capture large atmospheres of hydrogen and helium, the lightest and most abundant elements.",0.33110687022900764,0.41284403669724773,0.0087511023675463,0
"Leftover debris that never became planets congregated in regions such as the asteroid belt, Kuiper belt, and Oort cloud.",0.1469465648854962,0.41743119266055045,0.004070280170951767,0
The Nice model is an explanation for the creation of these regions and how the outer planets could have formed in different positions and migrated to their current orbits through various gravitational interactions.,0.20896946564885496,0.42201834862385323,0.007258666304863985,0
"Within 50 million years, the pressure and density of hydrogen in the centre of the protostar became great enough for it to begin thermonuclear fusion.",0.06679389312977099,0.42660550458715596,0.005087850213689709,0
"[49] The temperature, reaction rate, pressure, and density increased until hydrostatic equilibrium was achieved: the thermal pressure equalled the force of gravity.",0.10591603053435118,0.43119266055045874,0.005562716233634082,0
"At this point, the Sun became a main-sequence star.",0.09351145038167939,0.43577981651376146,0.001729869072654501,0
"[50] The main-sequence phase, from beginning to end, will last about 10 billion years for the Sun compared to around two billion years for all other phases of the Sun's pre-remnant life combined.",0.21183206106870228,0.44036697247706424,0.006614205277796621,0
"[51] Solar wind from the Sun created the heliosphere and swept away the remaining gas and dust from the protoplanetary disc into interstellar space, ending the planetary formation process.",0.19179389312977094,0.44495412844036697,0.0063767722678244355,0
The Sun is growing brighter; early in its main-sequence life its brightness was 70% that of what it is today.,0.16125954198473283,0.44954128440366975,0.0036971711552811885,0
"[52]

The Solar System will remain roughly as we know it today until the hydrogen in the core of the Sun has been entirely converted to helium, which will occur roughly 5 billion years from now.",0.3139312977099236,0.4541284403669725,0.006580286276372024,0
This will mark the end of the Sun's main-sequence life.,0.03148854961832061,0.45871559633027525,0.0018655450783528933,0
"At this time, the core of the Sun will contract with hydrogen fusion occurring along a shell surrounding the inert helium, and the energy output will be much greater than at present.",0.14026717557251905,0.463302752293578,0.0061732582592768466,0
"The outer layers of the Sun will expand to roughly 260 times its current diameter, and the Sun will become a red giant.",0.2738549618320611,0.46788990825688076,0.004036361169527169,0
"Because of its vastly increased surface area, the surface of the Sun will be considerably cooler (2,600 K at its coolest) than it is on the main sequence.",0.09923664122137407,0.4724770642201835,0.0052235262193881015,0
[51] The expanding Sun is expected to vaporize Mercury and render Earth uninhabitable.,0.1727099236641221,0.47706422018348627,0.0029170341225154333,0
"Eventually, the core will be hot enough for helium fusion; the Sun will burn helium for a fraction of the time it burned hydrogen in the core.",0.15553435114503816,0.481651376146789,0.004816498202292924,0
"The Sun is not massive enough to commence the fusion of heavier elements, and nuclear reactions in the core will dwindle.",0.1841603053435114,0.48623853211009177,0.004104199172376365,0
"Its outer layers will move away into space, leaving a white dwarf, an extraordinarily dense object, half the original mass of the Sun but only the size of Earth.",0.1669847328244275,0.4908256880733945,0.005460959229360287,0
"[53] The ejected outer layers will form what is known as a planetary nebula, returning some of the material that formed the Sun—but now enriched with heavier elements like carbon—to the interstellar medium.",0.17748091603053437,0.4954128440366973,0.006987314293467201,0
The Sun is the Solar System's star and by far its most massive component.,0.20801526717557253,0.5,0.0024760871039956585,0
"Its large mass (332,900 Earth masses),[54] which comprises 99.86% of all the mass in the Solar System,[55] produces temperatures and densities in its core high enough to sustain nuclear fusion of hydrogen into helium, making it a main-sequence star.",0.24809160305343508,0.5045871559633027,0.008445831354724917,0
"[56] This releases an enormous amount of energy, mostly radiated into space as electromagnetic radiation peaking in visible light.",0.037213740458015274,0.5091743119266054,0.004409470185197748,0
"[57]

The Sun is a G2-type main-sequence star.",0.15458015267175573,0.5137614678899083,0.0015602740655315107,0
Hotter main-sequence stars are more luminous.,0.02099236641221374,0.518348623853211,0.0015263550641069128,0
The Sun's temperature is intermediate between that of the hottest stars and that of the coolest stars.,0.10973282442748095,0.5229357798165137,0.003459738145309002,0
"Stars brighter and hotter than the Sun are rare, whereas substantially dimmer and cooler stars, known as red dwarfs, make up 85% of the stars in the Milky Way.",0.13645038167938933,0.5275229357798165,0.005393121226511092,0
"[58][59]

The Sun is a population I star; it has a higher abundance of elements heavier than hydrogen and helium (""metals"" in astronomical parlance) than the older population II stars.",0.22423664122137393,0.5321100917431193,0.006241096262126043,0
"[60] Elements heavier than hydrogen and helium were formed in the cores of ancient and exploding stars, so the first generation of stars had to die before the Universe could be enriched with these atoms.",0.09160305343511452,0.536697247706422,0.006885557289193406,0
"The oldest stars contain few metals, whereas stars born later have more.",0.11450381679389315,0.5412844036697247,0.0024421681025710604,0
"This high metallicity is thought to have been crucial to the Sun's development of a planetary system because the planets form from the accretion of ""metals"".",0.12213740458015268,0.5458715596330275,0.0053252832236618955,0
"[61]

The vast majority of the Solar System consists of a near-vacuum known as the interplanetary medium.",0.20229007633587787,0.5504587155963303,0.0035614951495827963,0
"Along with light, the Sun radiates a continuous stream of charged particles (a plasma) known as the solar wind.",0.12213740458015268,0.555045871559633,0.003765009158130385,0
"This stream of particles spreads outwards at roughly 1.5 million kilometres per hour,[62] creating a tenuous atmosphere that permeates the interplanetary medium out to at least 100 AU (see § Heliosphere).",0.0954198473282443,0.5596330275229358,0.006919476290618004,0
"[63] Activity on the Sun's surface, such as solar flares and coronal mass ejections, disturbs the heliosphere, creating space weather and causing geomagnetic storms.",0.06774809160305346,0.5642201834862385,0.00559663523505868,0
"[64] The largest structure within the heliosphere is the heliospheric current sheet, a spiral form created by the actions of the Sun's rotating magnetic field on the interplanetary medium.",0.1631679389312977,0.5688073394495413,0.0063767722678244355,0
"[65][66]

Earth's magnetic field stops its atmosphere from being stripped away by the solar wind.",0.06297709923664123,0.573394495412844,0.003290143138186012,0
"[67] Venus and Mars do not have magnetic fields, and as a result the solar wind is causing their atmospheres to gradually bleed away into space.",0.06393129770992366,0.5779816513761468,0.004884336205142121,0
[68] Coronal mass ejections and similar events blow a magnetic field and huge quantities of material from the surface of the Sun.,0.12309160305343513,0.5825688073394495,0.00437555118377315,0
"The interaction of this magnetic field and material with Earth's magnetic field funnels charged particles into Earth's upper atmosphere, where its interactions create aurorae seen near the magnetic poles.",0.17270992366412208,0.5871559633027523,0.006919476290618004,0
The heliosphere and planetary magnetic fields (for those planets that have them) partially shield the Solar System from high-energy interstellar particles called cosmic rays.,0.28053435114503816,0.591743119266055,0.005901906247880062,0
"The density of cosmic rays in the interstellar medium and the strength of the Sun's magnetic field change on very long timescales, so the level of cosmic-ray penetration in the Solar System varies, though by how much is unknown.",0.22805343511450382,0.5963302752293578,0.007733532324808358,0
"[69]

The interplanetary medium is home to at least two disc-like regions of cosmic dust.",0.11259541984732825,0.6009174311926605,0.0030187911267892274,0
"The first, the zodiacal dust cloud, lies in the inner Solar System and causes the zodiacal light.",0.2127862595419847,0.6055045871559633,0.003290143138186012,0
It was likely formed by collisions within the asteroid belt brought on by gravitational interactions with the planets.,0.13454198473282442,0.6100917431192661,0.004002442168102571,0
"[70] The second dust cloud extends from about 10 AU to about 40 AU, and was probably created by similar collisions within the Kuiper belt.",0.17938931297709926,0.6146788990825688,0.004680822196594533,0
"[71][72]

The inner Solar System is the region comprising the terrestrial planets and the asteroid belt.",0.29580152671755716,0.6192660550458715,0.003527576148158198,0
"[73] Composed mainly of silicates and metals, the objects of the inner Solar System are relatively close to the Sun; the radius of this entire region is less than the distance between the orbits of Jupiter and Saturn.",0.30343511450381677,0.6238532110091743,0.007360423309137779,0
"This region is also within the frost line, which is a little less than 5 AU (about 700 million km) from the Sun.",0.14980916030534353,0.6284403669724771,0.0037989281595549825,0
"[74]

The four terrestrial or inner planets have dense, rocky compositions, few or no moons, and no ring systems.",0.19751908396946566,0.6330275229357798,0.0038328471609795807,0
"They are composed largely of refractory minerals, such as the silicates—which form their crusts and mantles—and metals, such as iron and nickel, which form their cores.",0.0601145038167939,0.6376146788990825,0.005698392239332474,0
"Three of the four inner planets (Venus, Earth and Mars) have atmospheres substantial enough to generate weather; all have impact craters and tectonic surface features, such as rift valleys and volcanoes.",0.17175572519083968,0.6422018348623854,0.006885557289193406,0
"The term inner planet should not be confused with inferior planet, which designates those planets that are closer to the Sun than Earth is (i.e.",0.28339694656488545,0.6467889908256881,0.004884336205142121,0
Mercury and Venus).,0.020038167938931296,0.6513761467889908,0.0006444610270673631,0
"Mercury (0.4 AU from the Sun) is the closest planet to the Sun and on average, all seven other planets.",0.25572519083969464,0.6559633027522935,0.0034936571467336004,0
"[75][76] The smallest planet in the Solar System (0.055 M⊕), Mercury has no natural satellites.",0.2185114503816794,0.6605504587155964,0.0032223051353368155,0
"Besides impact craters, its only known geological features are lobed ridges or rupes that were probably produced by a period of contraction early in its history.",0.046755725190839696,0.6651376146788991,0.005460959229360287,0
[77] Mercury's very tenuous atmosphere consists of atoms blasted off its surface by the solar wind.,0.04389312977099236,0.6697247706422018,0.0033579811410352077,0
[78] Its relatively large iron core and thin mantle have not yet been adequately explained.,0.04103053435114505,0.6743119266055045,0.0030866291296384233,0
"Hypotheses include that its outer layers were stripped off by a giant impact, or that it was prevented from fully accreting by the young Sun's energy.",0.05534351145038169,0.6788990825688074,0.005087850213689709,0
"[79][80]

Venus (0.7 AU from the Sun) is close in size to Earth (0.815 M⊕) and, like Earth, has a thick silicate mantle around an iron core, a substantial atmosphere, and evidence of internal geological activity.",0.2137404580152672,0.6834862385321101,0.007190828302014789,0
"It is much drier than Earth, and its atmosphere is ninety times as dense.",0.0601145038167939,0.6880733944954128,0.0024760871039956585,0
Venus has no natural satellites.,0.026717557251908396,0.6926605504587156,0.001085408045587138,0
"It is the hottest planet, with surface temperatures over 400 °C (752 °F), most likely due to the amount of greenhouse gases in the atmosphere.",0.06774809160305344,0.6972477064220184,0.004816498202292924,0
"[81] No definitive evidence of current geological activity has been detected on Venus, but it has no magnetic field that would prevent depletion of its substantial atmosphere, which suggests that its atmosphere is being replenished by volcanic eruptions.",0.08778625954198475,0.7018348623853211,0.008615426361847906,0
"[82]

Earth (1 AU from the Sun) is the largest and densest of the inner planets, the only one known to have current geological activity, and the only place where life is known to exist.",0.2690839694656489,0.7064220183486238,0.0062750152635506415,0
"[83] Its liquid hydrosphere is unique among the terrestrial planets, and it is the only planet where plate tectonics has been observed.",0.1068702290076336,0.7110091743119266,0.004579065192320738,0
"Earth's atmosphere is radically different from those of the other planets, having been altered by the presence of life to contain 21% free oxygen.",0.10305343511450382,0.7155963302752294,0.004952174207991317,0
"[84] It has one natural satellite, the Moon, the only large satellite of a terrestrial planet in the Solar System.",0.17175572519083968,0.7201834862385321,0.003866766162404179,0
Mars (1.5 AU from the Sun) is smaller than Earth and Venus (0.107 M⊕).,0.14694656488549618,0.7247706422018348,0.002374330099721864,0
It has an atmosphere of mostly carbon dioxide with a surface pressure of 6.1 millibars (roughly 0.6% of that of Earth).,0.08206106870229009,0.7293577981651376,0.004036361169527169,0
"[85] Its surface, peppered with vast volcanoes, such as Olympus Mons, and rift valleys, such as Valles Marineris, shows geological activity that may have persisted until as recently as 2 million years ago.",0.0601145038167939,0.7339449541284404,0.006953395292042602,0
[86] Its red colour comes from iron oxide (rust) in its soil.,0.018129770992366418,0.7385321100917431,0.002069059086900482,0
"[87] Mars has two tiny natural satellites (Deimos and Phobos) thought to be either captured asteroids,[88] or ejected debris from a massive impact early in Mars's history.",0.07919847328244278,0.7431192660550459,0.005800149243606268,0
"[89]

Asteroids except for the largest, Ceres, are classified as small Solar System bodies[e] and are composed mainly of refractory rocky and metallic minerals, with some ice.",0.16316793893129772,0.7477064220183486,0.005935825249304661,0
[90][91] They range from a few metres to hundreds of kilometres in size.,0.013358778625954198,0.7522935779816514,0.0024421681025710604,0
"Asteroids smaller than one meter are usually called meteoroids and micrometeoroids (grain-sized), depending on different, somewhat arbitrary definitions.",0.04198473282442749,0.7568807339449541,0.005189607217963503,0
"The asteroid belt occupies the orbit between Mars and Jupiter, between 2.3 and 3.3 AU from the Sun.",0.25286259541984735,0.7614678899082569,0.0033579811410352077,0
It is thought to be remnants from the Solar System's formation that failed to coalesce because of the gravitational interference of Jupiter.,0.09923664122137404,0.7660550458715596,0.004748660199443728,0
"[92] The asteroid belt contains tens of thousands, possibly millions, of objects over one kilometre in diameter.",0.15744274809160308,0.7706422018348624,0.0037989281595549825,0
"[93] Despite this, the total mass of the asteroid belt is unlikely to be more than a thousandth of that of Earth.",0.0734732824427481,0.7752293577981652,0.0038328471609795807,0
[21] The asteroid belt is very sparsely populated; spacecraft routinely pass through without incident.,0.11164122137404582,0.7798165137614679,0.003459738145309002,0
"Ceres (2.77 AU) is the largest asteroid, a protoplanet, and a dwarf planet.",0.08492366412213741,0.7844036697247706,0.0025439251068448544,0
"[e] It has a diameter of slightly under 1000 km, and a mass large enough for its own gravity to pull it into a spherical shape.",0.07729007633587787,0.7889908256880734,0.004307713180923953,0
"Ceres was considered a planet when it was discovered in 1801, and was reclassified to asteroid in the 1850s as further observations revealed additional asteroids.",0.05534351145038169,0.7935779816513762,0.005494878230784886,0
[94] It was classified as a dwarf planet in 2006 when the definition of a planet was created.,0.0648854961832061,0.7981651376146789,0.0031544671324876196,0
Asteroids in the asteroid belt are divided into asteroid groups and families based on their orbital characteristics.,0.05725190839694658,0.8027522935779816,0.003934604165253375,0
